32,1200000,2.01696040657e+15
32,3001000,5.66334942534e+15
512,1200000,3.29729269721e+13
512,3001000,3.59314599937e+14
32,1400000,2.23642114725e+15
32,1500000,2.11396949067e+15
32,1600000,2.3953598825e+15
32,1800000,2.74006912787e+15
32,2000000,2.89105786593e+15
32,2100000,3.10537286039e+15
32,2300000,3.68407310623e+15
32,2400000,3.32314847413e+15
32,2700000,4.27859328865e+15
32,2800000,4.51650634509e+15
32,2900000,4.58688947768e+15
32,3000000,4.90165575709e+15
128,1200000,1.53199654838e+15
128,1500000,1.63065736978e+15
128,1600000,1.77460224398e+15
128,1800000,2.17091599857e+15
128,2100000,2.35732300333e+15
128,2300000,3.16983178415e+15
128,2500000,3.24417425786e+15
128,2700000,3.58372833793e+15
128,2800000,3.86760129924e+15
128,2900000,3.96485268101e+15
128,3000000,4.22557552869e+15
128,3001000,4.71991967021e+15
512,1800000,1.66294163425e+14
512,2700000,2.57006173083e+14
512,2800000,3.53796240155e+14
