1,1200000,917589.975833
1,3001000,1210432.69871
256,1200000,260546741.509
256,3001000,521695116.898
1,1400000,952365.998667
1,1600000,1026377.52908
1,1800000,1084887.04175
1,2400000,1184159.30133
1,2700000,1191646.49025
1,2900000,1088185.58167
2,1200000,2006797.49592
2,1400000,1964637.08546
2,1600000,2181008.90879
2,2000000,2271615.60533
2,2100000,2572538.22387
2,2300000,2731586.99962
2,2400000,2526286.66042
2,2700000,2581971.26492
2,2800000,2768158.02537
2,3001000,2966905.17587
4,1200000,3741159.86792
4,1500000,4129478.43567
4,1600000,4331173.30842
4,1800000,4216675.55979
4,2000000,4544831.83804
4,2300000,4547032.15096
4,2500000,4854828.25075
4,3000000,4901380.59813
4,3001000,5205230.61425
8,1200000,7459506.11992
8,1400000,7965849.77442
8,1600000,8545133.13154
8,1800000,8402711.29817
8,2100000,8988664.51046
8,2300000,9779140.01596
8,2400000,10250412.4525
8,2500000,9492199.41225
8,2700000,9820419.68733
8,2800000,10029589.9075
8,3001000,9939535.35863
16,1200000,15400686.4481
16,1400000,16925178.293
16,1500000,17293568.4395
16,1600000,17632390.6383
16,1800000,17326511.6978
16,1900000,18625948.0937
16,2000000,19161764.783
16,2100000,18349174.6151
16,2300000,19128065.3503
16,2400000,20683153.4982
16,2500000,19670563.541
16,2700000,21305289.2975
16,2900000,21350162.7154
16,3000000,20104724.3234
16,3001000,21530453.4598
32,1200000,33041067.2239
32,1400000,34216961.5741
32,1500000,36841960.1107
32,1600000,37548670.029
32,1800000,37668828.4236
32,1900000,39540201.175
32,2000000,40102060.1728
32,2300000,42265519.8475
32,2400000,41199140.2804
32,2500000,44497894.7314
32,2700000,42555410.1355
32,2800000,42290332.6417
32,2900000,45618387.4069
32,3000000,45093371.807
64,1200000,68209537.4607
64,1400000,69524504.8119
64,1500000,73706583.2773
64,1600000,74865196.5118
64,1800000,79665330.3946
64,1900000,84759493.4157
64,2000000,86594170.623
64,2100000,89034987.5814
64,2300000,97256370.7258
64,2400000,100212490.266
64,2500000,102876162.874
64,2700000,103035424.609
64,2800000,99158245.6191
64,2900000,104566851.318
64,3000000,99812472.6132
64,3001000,98440584.561
128,1200000,134466845.893
128,1400000,149446324.442
128,1500000,150684381.654
128,1600000,158414955.169
128,1800000,162379091.169
128,1900000,165792289.209
128,2000000,175823922.014
128,2100000,181805704.309
128,2300000,193121263.95
128,2400000,201424890.401
128,2500000,205519845.56
128,2700000,215084724.931
128,2800000,223704499.843
128,2900000,225961166.445
128,3000000,228315383.544
128,3001000,264631406.297
256,1400000,287160475.257
256,1500000,292659440.296
256,1600000,301799995.984
256,1800000,322119391.977
256,1900000,335625835.836
256,2000000,357722622.102
256,2100000,359807725.283
256,2300000,378074393.851
256,2400000,399264380.229
256,2500000,392909204.102
256,2700000,440660339.453
256,2800000,431027011.668
256,2900000,460275226.966
256,3000000,474454375.821
