32,1200000,2.06867734008e+15
32,3001000,5.80856351317e+15
512,1200000,3.3818386638e+13
512,3001000,3.68527794807e+14
32,1500000,2.16817383658e+15
32,1600000,2.45677936667e+15
32,1900000,2.80288416658e+15
32,2000000,2.9651875548e+15
32,2100000,3.18499780552e+15
32,2300000,3.77853651921e+15
32,2400000,3.40835740936e+15
32,2500000,3.74422134791e+15
32,2700000,4.38830080887e+15
32,2800000,4.63231420009e+15
32,2900000,4.70450202839e+15
32,3000000,5.02733923805e+15
128,1200000,1.57127851116e+15
128,1500000,1.67246909721e+15
128,1600000,1.82010486562e+15
128,1800000,2.22658051135e+15
128,1900000,2.27094751188e+15
128,2000000,2.31400457842e+15
128,2100000,2.4177671829e+15
128,2300000,3.2511095222e+15
128,2500000,3.32735821319e+15
128,2700000,3.67561880813e+15
128,2800000,3.96677056332e+15
128,2900000,4.06651557027e+15
128,3000000,4.33392361917e+15
128,3001000,4.8409432515e+15
512,1400000,1.40095613634e+14
512,2000000,2.31332314031e+14
512,2700000,2.63596074957e+14
512,2800000,3.6286793862e+14
